Gameweek 6
Manchester United,Leicester,4,1
Bournemouth,Everton,1,0
Liverpool,Hull,5,1
Middlesbrough,Spurs,1,2
Stoke,West Brom,1,1
Sunderland,Crystal Palace,2,3
Swansea,Manchester City,1,3
Arsenal,Chelsea,3,0
West Ham,Southampton
Burnley,Watford
